z_{reio} 	 sigma_8 	 n_{eff} 	 f_{UV} 	 F(z=3.0) 	 F(z=3.2) 	 F(z=3.4) 	 F(z=3.6) 	 F(z=3.8) 	 F(z=4.0) 	 F(z=4.2) 	 F(z=4.6) 	 F(z=5.0) 	 F(z=5.4) 	 T_0(z=3.0) 	 T_0(z=3.2) 	 T_0(z=3.4) 	 T_0(z=3.6) 	 T_0(z=3.8) 	 T_0(z=4.0) 	 T_0(z=4.2) 	 T_0(z=4.6) 	 T_0(z=5.0) 	 T_0(z=5.4) 	 slope(z=3.0) 	 slope(z=3.2) 	 slope(z=3.4) 	 slope(z=3.6) 	 slope(z=3.8) 	 slope(z=4.0) 	 slope(z=4.2) 	 slope(z=4.6) 	 slope(z=5.0) 	 slope(z=5.4) 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 1.2499995330 	 1.2499989871 	 1.2500016604 	 1.2500006097 	 1.2499986453 	 1.2104916548 	 1.1136987810 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 1.2499995330 	 1.2499989871 	 1.2500016604 	 1.2500006097 	 1.2499986453 	 1.2104916548 	 1.1136987810 	 0.8675299996 	 0.5897540070 	 0.3954750785 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 1.3749992995 	 1.3749984807 	 1.3750013837 	 1.3750021341 	 1.3749979680 	 1.3315399383 	 1.2250671299 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 1.3749992995 	 1.3749984807 	 1.3750013837 	 1.3750021341 	 1.3749979680 	 1.3315399383 	 1.2250671299 	 0.9542836831 	 0.6487281961 	 0.4350223644 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 1.4999990660 	 1.5000000000 	 1.5000011070 	 1.5000012195 	 1.4999972906 	 1.4525882218 	 1.3364354788 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 1.4999990660 	 1.5000000000 	 1.5000011070 	 1.5000012195 	 1.4999972906 	 1.4525882218 	 1.3364354788 	 1.0410373667 	 0.7077023853 	 0.4745702051 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 1.6249988325 	 1.6249994936 	 1.6250008302 	 1.6250027438 	 1.6249966133 	 1.5736365053 	 1.4478068861 	 1.1277910502 	 0.7666806129 	 0.5141174910 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 1.6249988325 	 1.6249994936 	 1.6250008302 	 1.6250027438 	 1.6249966133 	 1.5736365053 	 1.4478068861 	 1.1277910502 	 0.7666806129 	 0.5141174910 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 0.5000000000 	 1.7500004670 	 1.7499989871 	 1.7500005535 	 1.7500018292 	 1.7499986453 	 1.6946877288 	 1.5591752350 	 1.2145413159 	 0.8256548021 	 0.5536647769 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8290000000 	 -3.8456666667 	 1.0000000000 	 1.7500004670 	 1.7499989871 	 1.7500005535 	 1.7500018292 	 1.7499986453 	 1.6946877288 	 1.5591752350 	 1.2145413159 	 0.8256548021 	 0.5536647769 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.3012337838 	 1.3118322482 	 1.3235345559 	 1.3364104865 	 1.3505323905 	 1.3228169826 	 1.2320798341 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.3012337838 	 1.3118322482 	 1.3235345559 	 1.3364104865 	 1.3505323905 	 1.3228169826 	 1.2320798341 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.3545694832 	 1.3767244558 	 1.4013934366 	 1.4287933738 	 1.4591535940 	 1.4455675213 	 1.3630458318 	 1.1412400414 	 0.8665244038 	 0.6707091400 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.3545694832 	 1.3767244558 	 1.4013934366 	 1.4287933738 	 1.4591535940 	 1.4455675213 	 1.3630458318 	 1.1412400414 	 0.8665244038 	 0.6707091400 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.4100906892 	 1.4448255185 	 1.4838351166 	 1.5275614557 	 1.5765097944 	 1.5797075884 	 1.5079301971 	 1.3089508420 	 1.0503528032 	 0.8734616693 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.4100906892 	 1.4448255185 	 1.4838351166 	 1.5275614557 	 1.5765097944 	 1.5797075884 	 1.5079301971 	 1.3089508420 	 1.0503528032 	 0.8734616693 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
0.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.4678870635 	 1.5162954740 	 1.5711230515 	 1.6331586226 	 1.7033054269 	 1.7262955809 	 1.6682192686 	 1.5013038857 	 1.2731809796 	 1.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.8750000000 	 0.8290000000 	 -3.8456666667 	 0.0000000000 	 1.4678870635 	 1.5162954740 	 1.5711230515 	 1.6331586226 	 1.7033054269 	 1.7262955809 	 1.6682192686 	 1.5013038857 	 1.2731809796 	 1.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 1.0644556314 	 1.0304699433 	 0.9945117105 	 0.9567377461 	 0.9173318161 	 0.8488050403 	 0.7434995627 	 0.5013038857 	 0.2731809796 	 0.1374949575 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 1.1080854402 	 1.0814449572 	 1.0530165667 	 1.0228749960 	 0.9911105692 	 0.9275674214 	 0.8225324028 	 0.5749708634 	 0.3311354480 	 0.1790586712 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 1.1535028813 	 1.1349400568 	 1.1149618432 	 1.0935828551 	 1.0708228345 	 1.0136415621 	 0.9099633614 	 0.6594653898 	 0.4013843164 	 0.2331864940 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8540000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.9040000000 	 -3.8456666667 	 0.0000000000 	 1.2007826729 	 1.1910808413 	 1.1805534339 	 1.1691808269 	 1.1569481698 	 1.1077007206 	 1.0066915817 	 0.7563767358 	 0.4865380701 	 0.3036765681 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.7540000000 	 -3.8456666667 	 0.0000000000 	 1.3012337838 	 1.3118322482 	 1.3235345559 	 1.3364104865 	 1.3505323905 	 1.3228169826 	 1.2320798341 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
1.1250000000 	 0.8040000000 	 -3.8456666667 	 0.0000000000 	 1.3012337838 	 1.3118322482 	 1.3235345559 	 1.3364104865 	 1.3505323905 	 1.3228169826 	 1.2320798341 	 0.9950168668 	 0.7148666811 	 0.5150230524 	 0.5560717410 	 0.5543077926 	 0.5519034501 	 0.5487751313 	 0.5453785710 	 0.5432071723 	 0.5424419685 	 0.5484265596 	 0.5581658821 	 0.5642841070 	 1.5823949197 	 1.5687778587 	 1.5540000582 	 1.5373134481 	 1.5189355436 	 1.5012923600 	 1.4882299769 	 1.4928383595 	 1.5323047524 	 1.5594009974 
